YOR347C,YAL038W,0.997869194,0,0
YOR375C,YAL062W,0.9968626527,1.0140587049,0.8662508642
YBR085W,YBL030C,0.9965393093,0,0
YJR103W,YBL039C,0.9922680243,1.0112366168,0
YER099C,YBL068W,1.0152462655,1.0148865283,0
YDR001C,YBR001C,1.0019150615,1.0007908741,1.0214820386
YPR074C,YBR117C,0.7448141927,1.0119103817,0
YOL086C,YBR145W,0,0.991954349,0
YPL057C,YBR161W,0.9010531179,1.0021901817,0.6072087046
YGL062W,YBR218C,0.9590808644,0.9717689298,0
YJL070C,YBR284W,1.0176578012,0.9946818566,1.0220033156
YJR051W,YEL047C,0.9998504063,1.001241256,0.8922382991
YDR508C,YCL025C,0.9742337254,1.0700018079,0
YDR516C,YCL040W,1.0009031973,0.9969789119,0.9965831494
YDR530C,YCL050C,1.017953015,1.0176335527,1.0154169225
YNR001C,YCR005C,1.058699285,1.0167872545,0.955988423
YNR034W,YCR073W-A,0.9940336328,0.9807970938,0.9150110344
YOL056W,YDL021W,0.9973005072,0.5634049373,0
YOL059W,YDL022W,0.936253307,1.0093296598,1.0104895325
YMR145C,YDL085W,1.0056758315,0.9980211079,1.0036183518
YDL182W,YDL131W,1.0101368827,0.9787534367,0
YLR089C,YDR111C,0.9751338465,0.998281441,0.9769131889
YLR133W,YDR147W,1.0011291171,1.0029030389,0.993742391
YOR040W,YDR272W,0.9951488737,0.9992016716,0.9903804682
YHR106W,YDR353W,1.0001262564,0,0
YOR120W,YDR368W,1.0012290838,0.9998622901,0.9928586991
YML022W,YDR441C,0.9845188639,0.9841761815,0.9821946983
YPL053C,YDR483W,1.0087744807,0.9639687059,0.9716327671
YOL103W,YDR497C,0.9994077116,0.8414856722,0.7009100836
YLR180W,YDR502C,0.9771658813,0.9864383773,0
YLR092W,YBR294W,0.9933556773,0.9942397117,0.9925361473
YIL053W,YER062C,0.7882254903,0.9984306537,0
YIL066C,YER070W,0.9993036083,0.99982,0.98669
YIL074C,YER081W,0.9984553302,1.0108065038,0
YLR258W,YFR015C,0.9969101463,1.0000880968,0.9618596744
YGL253W,YFR053C,0.9701692558,0.9961103765,0.7412561268
YPL212C,YGL063W,0.9628680493,0.9913803434,0.91967
YLR328W,YGR010W,1.0175355492,1.0101107719,0
YLR342W,YGR032W,0.9358006623,0.9983530699,0
YLR354C,YGR043C,0.9893686837,1.001167217,0.9896831267
YPR138C,YGR121C,0.9997226154,1.0000894809,0.9938621309
YPR145W,YGR124W,0.9935401384,0.9948698932,0
YJR009C,YGR192C,0.9992257241,0.9091256449,0
YHR174W,YGR254W,0.9752661469,0.983831976,0
YHR183W,YGR256W,1.0149171232,0.9981702242,0.8934846708
YKL035W,YHL012W,0,0.9969907124,0
YJR148W,YHR208W,0.8099405811,1.0134571912,0
YKL148C,YJL045W,1.0032951606,0.9963335187,1.0126646381
YKR050W,YJL129C,0.9973028814,0.9856435417,0
YKR053C,YJL134W,0.9961525745,0.9592372276,0.9569174515
YKL203C,YJR066W,0.9262360183,0.8818675075,0
YMR105C,YKL127W,0.9979342676,0.9964583267,0.9516111967
YMR113W,YKL132C,0,1.0006220585,0
YMR118C,YKL141W,1.0200382863,0,0
YMR120C,YLR028C,1.0168579994,0.9857809926,0
YNL009W,YLR174W,0.9986780352,1.0012417484,0.9942862969
YOR171C,YLR260W,1.0179134316,0.9341846174,0.9741965787
YOR190W,YLR300W,0.9991977784,0.9935070513,0.9927843874
YML056C,YLR432W,0.9981096668,1.0077696972,0.9534509026
YML075C,YLR450W,0.9950602334,0.9783810254,0
YMR261C,YML100W,1.0009057121,1.0009486731,0.9983957818
YMR271C,YML106W,0.9954320701,0.9952376847,0
YOR317W,YMR246W,1.0078602601,0.9941647805,0
YOR108W,YNL104C,1.0020124648,1.0243160748,0.9354797764
YPL134C,YOR222W,0.9943932278,0.9623266139,0.9829461882
YOR321W,YAL023C,0.9939817387,0.77751925,0
YOR347C,YDR178W,0.997869194,1.0044689348,0.9877442799
YOR375C,YNR034W,0.9968626527,0.9856767865,0.9915457956
YBR085W,YJR009C,0.9965393093,1.0099697957,0.998308706
YJR103W,YDR483W,0.9922680243,0.9639687059,1.0008664747
YDR001C,YGL063W,1.0019150615,0.9913803434,1.0101469333
YPR074C,YLR354C,0.7448141927,0.9861261798,0.9377301189
YOL086C,YDL131W,0,0.9787534367,0
YGL062W,YLR164W,0.9590808644,1.0016642045,0.9530925673
YJL070C,YMR261C,1.0176578012,0.9989548278,1.02381666
YJR051W,YLR432W,0.9998504063,1.0077696972,1.0074454718
YDR508C,YDR272W,0.9742337254,0.9992016716,0.9717842073
YDR516C,YJL045W,1.0009031973,0.9963335187,0.9986607086
YDR530C,YGL062W,1.017953015,0.9611665754,1.0325630769
YOL056W,YGR256W,0.9973005072,0.9981702242,1.0100197904
YMR145C,YDR441C,1.0056758315,0.9841761815,0.9964789301
YDL182W,YOL059W,1.0101368827,0.9365749169,1.003087495
YHR106W,YPL053C,1.0001262564,1.006970044,0.9930416142
YOR120W,YAL062W,1.0012290838,1.0140587049,0.9820019764
YML022W,YDR508C,0.9845188639,0.978020192,0.9795246006
YPL053C,YMR118C,1.0087744807,0.9986438643,1.0052660044
YOL103W,YLR092W,0.9994077116,0.9958377827,0.7678002408
YLR092W,YNR001C,0.9933556773,1.0630059637,0.926066047
YIL053W,YHR123W,0.7882254903,1.0024162136,0.7848138395
YIL066C,YGR192C,0.9993036083,0.9091256449,0.9715966975
YIL074C,YPR145W,0.9984553302,0.997733408,0.9960048402
YLR258W,YMR246W,0.9969101463,0.9941647805,0.9878795442
YPL212C,YOR120W,0.9628680493,1.0006645919,0.950776172
YLR328W,YLR450W,1.0175355492,0.9783810254,1.0044362802
YLR342W,YLR300W,0.9358006623,0.9935070513,0
YPR138C,YAL023C,0.9997226154,0.77751925,0.9940212076
YPR145W,YPL134C,0.9935401384,0.9956100856,1.012653916
YKL035W,YDL022W,0,1.0093296598,0
YJR148W,YPR138C,0.8099405811,0.9995101499,0.7993521342
YMR105C,YBR218C,0.9979342676,0.9717689298,0.9757916821
YMR113W,YBR085W,0,0.9950399206,0
YMR120C,YBR117C,1.0168579994,1.0119103817,1.0358024832
YNL009W,YLR258W,0.9986780352,0.9962558687,0.9866111574
YOR190W,YLR133W,0.9991977784,0.9969964586,0.9922501728
YML056C,YBL039C,0.9981096668,1.0112366168,0.9929193349
YML075C,YKL127W,0.9950602334,0.9964583267,0.997315478
YMR261C,YKL148C,1.0009057121,1.0002405377,0.9948597782
YMR271C,YGR121C,0.9954320701,1.0000894809,1.0026641487
YOR321W,YJR049C,0.9939817387,0.9913532041,0.9853945757
YOR347C,YER155C,0.997869194,1.0009486731,0.9780744986
YBR085W,YOR375C,0.9965393093,0.9965288963,0.9678603265
YJR103W,YGL253W,0.9922680243,0.9047808884,0.9901278481
YDR001C,YOR321W,1.0019150615,0.9987409828,0.9992523309
YPR074C,YOL103W,0.7448141927,1.0003804038,0
YOL086C,YHR033W,0,0.9965202851,0
YJL070C,YDR353W,1.0176578012,0,0
YJR051W,YCL040W,0.9998504063,0.9969789119,0.8243900196
YDR508C,YOR317W,0.9742337254,1.0189059396,0.9524422882
YDR516C,YBR284W,1.0009031973,0.9946818566,1.0000784434
YNR001C,YML075C,1.058699285,0.9894503567,1.0649394541
YNR034W,YOR108W,0.9940336328,1.0012114403,0.9765784974
YOL056W,YJR051W,0.9973005072,0.9936391347,0
YOL059W,YKR053C,0.936253307,0.998599363,0.9395432439
YDL182W,YLR260W,1.0101368827,0.9341846174,1.0082268085
YLR133W,YFR015C,1.0011291171,1.0000880968,0.9939564759
YOR040W,YGR010W,0.9951488737,1.0101107719,0.9930238312
YHR033W,YHL012W,1.0071238352,0.9969907124,0.9916864501
YOR120W,YJL129C,1.0012290838,0.9856435417,0.980951224
YML022W,YOR347C,0.9845188639,1.0080102323,0.9632033532
YLR180W,YML106W,0.9771658813,0.9952376847,0.9234172385
YLR092W,YBL030C,0.9933556773,0,0
YIL053W,YDR497C,0.7882254903,0.8414856722,0.7673083033
YIL066C,YLR180W,0.9993036083,1.002694191,0.9038821446
YIL074C,YBR001C,0.9984553302,1.0007908741,0.9980123115
YPL212C,YNL130C,0.9628680493,1.0010709602,0.9483769701
YLR328W,YGL254W,1.0175355492,0.9942397117,1.0075559767
YLR342W,YPL212C,0.9358006623,0.9913413677,0
YPR145W,YLR174W,0.9935401384,1.0012417484,0.9628150575
YJR009C,YKL141W,0.9992257241,0,0
YKL035W,YNL104C,0,1.0243160748,0
YJR148W,YER062C,0.8099405811,0.9984306537,0.7361053685
YKL148C,YJR066W,1.0032951606,0.8818675075,0.9995138052
YMR105C,YDL085W,0.9979342676,0.9980211079,1.001390018
YMR113W,YOL056W,0,0.9917529872,0
YMR120C,YDL021W,1.0168579994,0.5634049373,1.016731418
YNL009W,YCL025C,0.9986780352,1.0700018079,0.9924215521
YOR171C,YEL041W,1.0179134316,0.984012229,1.0174823276
YML056C,YCR073W-A,0.9981096668,0.9807970938,0.9957148665
YML075C,YAL038W,0.9950602334,0,0
YMR261C,YPR074C,1.0009057121,0,0
YOR108W,YJL070C,1.0020124648,0.9968445177,0.9942672844
YPL134C,YOR040W,0.9943932278,0.9939208278,0.9951541428
YOR347C,YDR530C,0.997869194,1.0111164704,0.9909751036
YJR103W,YBL068W,0.9922680243,1.0148865283,0.9885159338
YDR001C,YCL025C,1.0019150615,1.0700018079,1.0055395708
YPR074C,YBL030C,0.7448141927,0,0
YOL086C,YBR161W,0,1.0021901817,0
YGL062W,YAL062W,0.9590808644,1.0140587049,0.9700530798
YJL070C,YNR034W,1.0176578012,0.9856767865,1.0277289565
YJR051W,YFR053C,0.9998504063,0.9961103765,1.0102437228
YDR508C,YCR005C,0.9742337254,1.0167872545,0.9736333872
YDR516C,YOR321W,1.0009031973,0.9987409828,0.9733085591
YDR530C,YGR032W,1.017953015,0.9983530699,1.013624561
YNR034W,YDL168W,0.9940336328,0.991954349,0.976444448
YOL056W,YOR171C,0.9973005072,0.9912868686,1.0026860133
YOL059W,YJL134W,0.936253307,0.9592372276,0.8973825257
YMR145C,YDR483W,1.0056758315,0.9639687059,1.0029687228
YDL182W,YML106W,1.0101368827,0.9952376847,1.023053632
YLR089C,YML075C,0.9751338465,0.9894503567,0.9777662996
YLR133W,YDR272W,1.0011291171,0.9992016716,0.99730426
YOR040W,YKL141W,0.9951488737,0,0
YOR120W,YML082W,1.0012290838,1.0219984305,0.9950458034
YML022W,YCL040W,0.9845188639,0.9969789119,0.9860732102
YPL053C,YGR121C,1.0087744807,1.0000894809,1.002161128
YLR092W,YGR010W,0.9933556773,1.0101107719,0.9771011735
YIL053W,YLR258W,0.7882254903,0.9962558687,0.784439692
YIL074C,YGL063W,0.9984553302,0.9913803434,1.0016836364
YPL212C,YEL047C,0.9628680493,1.001241256,0.9507791066
YLR328W,YNR001C,1.0175355492,1.0630059637,1.0110140331
YLR342W,YBL039C,0.9358006623,1.0112366168,0
YLR354C,YHR123W,0.9893686837,1.0024162136,0.9684678949
YPR138C,YLR328W,0.9997226154,1.0085384886,0.9664910334
YPR145W,YHL012W,0.9935401384,0.9969907124,0.9979954184
YKL035W,YCR073W-A,0,0.9807970938,0
YKL148C,YHR033W,1.0032951606,0.9965202851,0.9807930922
YKR050W,YBR001C,0.9973028814,1.0007908741,0.9664587621
YKR053C,YLR354C,0.9961525745,0.9861261798,1.0166926875
YMR105C,YDR508C,0.9979342676,0.978020192,0.9858220657
YMR113W,YJR009C,0,1.0099697957,0
YMR120C,YDR001C,1.0168579994,1.0194364495,1.0167423834
YOR171C,YNL104C,1.0179134316,1.0243160748,1.0092665062
YOR190W,YGR256W,0.9991977784,0.9981702242,0.999931055
YML056C,YDR147W,0.9981096668,1.0029030389,0.9936654964
YML075C,YLR092W,0.9950602334,0.9958377827,1.0109721509
YMR271C,YAL038W,0.9954320701,0,0
YOR317W,YDR111C,1.0078602601,0.998281441,0.98450439
YOR108W,YJL070C,1.0020124648,0.9968445177,0.9385526739
YOR321W,YGL062W,0.9939817387,0.9611665754,0.9823092413
YOR347C,YDR368W,0.997869194,0.9998622901,1.0100092212
YJR103W,YOL086C,0.9922680243,0.9978662407,0.9927237037
YDR001C,YGL253W,1.0019150615,0.9047808884,0.9956822705
YPR074C,YDL182W,0.7448141927,1.0095784261,0
YOL086C,YDR441C,0,0.9841761815,0
YGL062W,YMR261C,0.9590808644,0.9989548278,0.7679029001
YJL070C,YIL066C,1.0176578012,0.9610785483,1.0498639965
YJR051W,YPR145W,0.9998504063,0.997733408,0.9822461609
YDR508C,YJL129C,0.9742337254,0.9856435417,0.9712896132
YDR516C,YJR148W,1.0009031973,1.0000852455,1.0075705678
YNR001C,YBR218C,1.058699285,0.9717689298,1.0660626734
YNR034W,YJR049C,0.9940336328,0.9913532041,0.9851261363
YOL059W,YPR138C,0.936253307,0.9995101499,0.9332594892
YMR145C,YDL021W,1.0056758315,0.5634049373,1.0076106892
YLR089C,YGR043C,0.9751338465,1.001167217,0.9725547972
YLR133W,YLR260W,1.0011291171,0.9341846174,0.9919426607
YHR033W,YLR342W,1.0071238352,1.0004388919,0.9111000151
YHR106W,YLR432W,1.0001262564,1.0077696972,0.9803985035
YOR120W,YOR317W,1.0012290838,1.0189059396,0.9810171618
YPL053C,YBR117C,1.0087744807,1.0119103817,1.0013441297
YOL103W,YOR347C,0.9994077116,1.0080102323,0.9887883011
YLR180W,YDL085W,0.9771658813,0.9980211079,0.9958518964
YLR092W,YCL050C,0.9933556773,1.0176335527,1.001452998
YIL053W,YMR105C,0.7882254903,0.997838371,0.7706077986
YIL066C,YMR120C,0.9993036083,1.0166855987,0.9963539109
YIL074C,YDR502C,0.9984553302,0.9864383773,1.0009346003
YLR258W,YKR050W,0.9969101463,0.9993126621,0.9860642026
YPL212C,YDR353W,0.9628680493,0,0
YLR328W,YJR051W,1.0175355492,0.9936391347,1.0053363475
YLR342W,YOR040W,0.9358006623,0.9939208278,0.932042032
YLR354C,YAL023C,0.9893686837,0.77751925,0.952463873
YPR138C,YOR120W,0.9997226154,1.0006645919,0.9090998536
YPR145W,YKR061W,0.9935401384,0.9984743571,0.9880007944
YJR009C,YER081W,0.9992257241,1.0108065038,0.9940234563
YKL035W,YMR246W,0,0.9941647805,0
YJR148W,YHR183W,0.8099405811,0.9988324332,0.7983198952
YKL148C,YGR124W,1.0032951606,0.9948698932,0.9089642145
YKR050W,YOL103W,0.9973028814,1.0003804038,0.990616303
YKR053C,YPR074C,0.9961525745,0,0
YMR105C,YLR028C,0.9979342676,0.9857809926,0.7573390765
YMR113W,YOR222W,0,0.9623266139,0
YMR120C,YDR516C,1.0168579994,0.9981370088,1.0091035742
YNL009W,YIL053W,0.9986780352,0.7749345179,1.0029959293
YML056C,YPL212C,0.9981096668,0.9913413677,0.9958984762
YML075C,YKL127W,0.9950602334,0.9964583267,0.9869662718
YMR261C,YPL134C,1.0009057121,0.9956100856,0.9510161206
YMR271C,YLR300W,0.9954320701,0.9935070513,1.0016172955
YOR108W,YMR145C,1.0020124648,1.0083128963,1.0030605195
YPL134C,YGR254W,0.9943932278,0.983831976,0.9912576286
YOR321W,YOR108W,0.9939817387,1.0012114403,0.9919878913
YOR375C,YJR049C,0.9968626527,0.9913532041,1.0144616983
YJR103W,YBL068W,0.9922680243,1.0148865283,0.9855638038
YDR001C,YGR121C,1.0019150615,1.0000894809,1.0178899178
YPR074C,YJL070C,0.7448141927,0.9968445177,0
YOL086C,YDR178W,0,1.0044689348,0
YPL057C,YCL040W,0.9010531179,0.9969789119,0.6795775542
YGL062W,YJR148W,0.9590808644,1.0000852455,0.9549683069
YJL070C,YGR124W,1.0176578012,0.9948698932,1.0013357323
YJR051W,YKR053C,0.9998504063,0.998599363,0.9965229348
YDR508C,YPL053C,0.9742337254,1.006970044,0.9686416234
YDR530C,YMR246W,1.017953015,0.9941647805,1.0456223714
YNR001C,YJL129C,1.058699285,0.9856435417,1.0619634765
YNR034W,YLR300W,0.9940336328,0.9935070513,0.9746302115
YMR145C,YDR516C,1.0056758315,0.9981370088,1.0006472588
YDL182W,YDR001C,1.0101368827,1.0194364495,1.0117492013
YLR133W,YOR171C,1.0011291171,0.9912868686,0.9934740311
YOR040W,YNR001C,0.9951488737,1.0630059637,0
YHR033W,YJR103W,1.0071238352,1.0021010817,0.9910809837
YHR106W,YBL030C,1.0001262564,0,0
YOR120W,YIL066C,1.0012290838,0.9610785483,0.90017019
YPL053C,YGR010W,1.0087744807,1.0101107719,1.0000548869
YOL103W,YIL053W,0.9994077116,0.7749345179,1.0477306522
YLR180W,YHR033W,0.9771658813,0.9965202851,0.9410134431
YLR092W,YLR028C,0.9933556773,0.9857809926,0.9827629206
YIL053W,YLR164W,0.7882254903,1.0016642045,1.0152939127
YIL074C,YHR123W,0.9984553302,1.0024162136,0.9977610937
YLR258W,YDR353W,0.9969101463,0,0
YLR328W,YOR321W,1.0175355492,0.9987409828,0.9813484213
YLR342W,YDR483W,0.9358006623,0.9639687059,0.9339677648
YLR354C,YAL038W,0.9893686837,0,0
YPR138C,YKR050W,0.9997226154,0.9993126621,0.9930696966
YPR145W,YLR260W,0.9935401384,0.9341846174,0.9845898877
YKL035W,YOL086C,0,0.9978662407,0
YJR148W,YDR111C,0.8099405811,0.998281441,0.8034956532
YKL148C,YLR174W,1.0032951606,1.0012417484,1.102546124
YKR050W,YBR284W,0.9973028814,0.9946818566,1.0098899664
YKR053C,YDR502C,0.9961525745,0.9864383773,0.9978594758
YMR105C,YNL130C,0.9979342676,1.0010709602,1.0009971507
YMR113W,YOR317W,0,1.0189059396,0
YMR120C,YER155C,1.0168579994,1.0009486731,1.0145159026
YOR171C,YPL057C,1.0179134316,0.8936073614,1.0085318087
YOR190W,YOL059W,0.9991977784,0.9365749169,0.9820489135
YML056C,YLR180W,0.9981096668,1.002694191,0.9987091465
YML075C,YPL212C,0.9950602334,0.9913413677,0.992700964
YMR261C,YGR254W,1.0009057121,0.983831976,0.9890397118
YMR271C,YHR208W,0.9954320701,1.0134571912,0.9989593925
YOR317W,YPR074C,1.0078602601,0,0
YOR108W,YDR497C,1.0020124648,0.8414856722,1.0009910174
YPL134C,YHR106W,0.9943932278,1.0015066095,0.9937926435
YOR321W,YOL056W,0.9939817387,0.9917529872,0.9952891976
YOR347C,YDL085W,0.997869194,0.9980211079,0.9973610529
YOR375C,YJR009C,0.9968626527,1.0099697957,0.9948222892
YBR085W,YML056C,0.9965393093,0.9987189285,0
YDR001C,YAL062W,1.0019150615,1.0140587049,0.9943831075
YOL086C,YMR105C,0,0.997838371,0
YGL062W,YHR183W,0.9590808644,0.9988324332,0.9728138588
YDR508C,YJR066W,0.9742337254,0.8818675075,0.9042976009
YDR516C,YMR118C,1.0009031973,0.9986438643,0.9944401385
YDR530C,YHL012W,1.017953015,0.9969907124,1.0148532081
YNR001C,YJL045W,1.058699285,0.9963335187,1.0634357755
YNR034W,YBL039C,0.9940336328,1.0112366168,0.9770677498
YOL056W,YCR073W-A,0.9973005072,0.9807970938,0.812895295
YOL059W,YDR508C,0.936253307,0.978020192,0.9224354736
YDL182W,YGL062W,1.0101368827,0.9611665754,1.0080897635
YLR089C,YEL047C,0.9751338465,1.001241256,0.9780186367
YLR133W,YOR347C,1.0011291171,1.0080102323,0.9916656063
YOR040W,YGR032W,0.9951488737,0.9983530699,1.0014016377
YHR033W,YGL254W,1.0071238352,0.9942397117,0.9871363148
YHR106W,YJR051W,1.0001262564,0.9936391347,0.9753814132
YOR120W,YFR053C,1.0012290838,0.9961103765,0.7708895938
YPL053C,YBR117C,1.0087744807,1.0119103817,1.0875064784
YOL103W,YKL141W,0.9994077116,0,0
YLR180W,YOR190W,0.9771658813,0.9932756857,0.9770172428
YLR092W,YNR034W,0.9933556773,0.9856767865,0.9935656356
YIL053W,YOR120W,0.7882254903,1.0006645919,0.5594769432
YIL074C,YDL131W,0.9984553302,0.9787534367,0.9953052464
YLR258W,YBR218C,0.9969101463,0.9717689298,0.9661298029
YPL212C,YER070W,0.9628680493,0.99982,0.9251206587
YJR009C,YKL127W,0.9992257241,0.9964583267,0.9961959824
YKL035W,YPR138C,0,0.9995101499,0
YJR148W,YLR432W,0.8099405811,1.0077696972,0.7785260621
YKL148C,YLR450W,1.0032951606,0.9783810254,0.8859053245
YKR050W,YKR061W,0.9973028814,0.9984743571,0.9929688161
YMR105C,YLR328W,0.9979342676,1.0085384886,0.9918906459
YMR113W,YGR256W,0,0.9981702242,0
YMR120C,YML075C,1.0168579994,0.9894503567,1.0201965821
YNL009W,YDL182W,0.9986780352,1.0095784261,0.9990821562
YOR190W,YML082W,0.9991977784,1.0219984305,0.998053789
YML056C,YOR375C,0.9981096668,0.9965288963,0.9933039773
YML075C,YJL139C,0.9950602334,0.9825132745,1.0025823025
YMR261C,YML106W,1.0009057121,0.9952376847,0.9928630944
YMR271C,YDR147W,0.9954320701,1.0029030389,1.0145274784
YOR108W,YPL134C,1.0020124648,0.9956100856,1.0217841015
YPL134C,YNL009W,0.9943932278,0.9965092166,1.0005121316
YOR321W,YGL253W,0.9939817387,0.9047808884,1.007456422
